,0,1,2
364,0.4862745,0.4862745,0.4862745
365,0.5137255,0.5137255,0.5137255
366,0.5372549,0.5372549,0.5372549
367,0.54901963,0.54901963,0.54901963
368,0.54901963,0.54901963,0.54901963
369,0.54901963,0.54901963,0.54901963
370,0.56078434,0.56078434,0.56078434
371,0.5764706,0.5764706,0.5764706
372,0.5764706,0.5764706,0.5764706
373,0.5647059,0.5647059,0.5647059
374,0.56078434,0.56078434,0.56078434
375,0.57254905,0.57254905,0.57254905
376,0.5568628,0.5568628,0.5568628
377,0.5686275,0.5686275,0.5686275
378,0.5764706,0.5764706,0.5764706
379,0.58431375,0.58431375,0.58431375
380,0.5882353,0.5882353,0.5882353
381,0.5882353,0.5882353,0.5882353
382,0.58431375,0.58431375,0.58431375
383,0.5764706,0.5764706,0.5764706
384,0.5764706,0.5764706,0.5764706
385,0.6039216,0.6039216,0.6039216
386,0.6117647,0.6117647,0.6117647
387,0.5921569,0.5921569,0.5921569
388,0.5882353,0.5882353,0.5882353
389,0.60784316,0.60784316,0.60784316
390,0.6156863,0.6156863,0.6156863
391,0.6039216,0.6039216,0.6039216
392,0.60784316,0.60784316,0.60784316
393,0.6117647,0.6117647,0.6117647
394,0.61960787,0.61960787,0.61960787
395,0.61960787,0.61960787,0.61960787
396,0.6156863,0.6156863,0.6156863
397,0.6039216,0.6039216,0.6039216
398,0.5921569,0.5921569,0.5921569
399,0.58431375,0.58431375,0.58431375
400,0.5803922,0.5803922,0.5803922
401,0.57254905,0.57254905,0.57254905
402,0.5686275,0.5686275,0.5686275
403,0.5686275,0.5686275,0.5686275
404,0.5803922,0.5803922,0.5803922
405,0.5882353,0.5882353,0.5882353
406,0.5921569,0.5921569,0.5921569
407,0.59607846,0.59607846,0.59607846
408,0.60784316,0.60784316,0.60784316
409,0.61960787,0.61960787,0.61960787
410,0.62352943,0.62352943,0.62352943
411,0.63529414,0.63529414,0.63529414
412,0.63529414,0.63529414,0.63529414
413,0.6431373,0.6431373,0.6431373
414,0.67058825,0.67058825,0.67058825
415,0.654902,0.654902,0.654902
416,0.6313726,0.6313726,0.6313726
417,0.62352943,0.62352943,0.62352943
418,0.60784316,0.60784316,0.60784316
419,0.6039216,0.6039216,0.6039216
420,0.61960787,0.61960787,0.61960787
421,0.6392157,0.6392157,0.6392157
422,0.63529414,0.63529414,0.63529414
423,0.6156863,0.6156863,0.6156863
424,0.5882353,0.5882353,0.5882353
425,0.5921569,0.5921569,0.5921569
426,0.59607846,0.59607846,0.59607846
427,0.6,0.6,0.6
428,0.6,0.6,0.6
429,0.60784316,0.60784316,0.60784316
430,0.6156863,0.6156863,0.6156863
431,0.62352943,0.62352943,0.62352943
432,0.6117647,0.6117647,0.6117647
433,0.6156863,0.6156863,0.6156863
434,0.61960787,0.61960787,0.61960787
435,0.62352943,0.62352943,0.62352943
436,0.62352943,0.62352943,0.62352943
437,0.62352943,0.62352943,0.62352943
438,0.61960787,0.61960787,0.61960787
439,0.61960787,0.61960787,0.61960787
440,0.6313726,0.6313726,0.6313726
441,0.6431373,0.6431373,0.6431373
442,0.64705884,0.64705884,0.64705884
443,0.6431373,0.6431373,0.6431373
444,0.6392157,0.6392157,0.6392157
445,0.6431373,0.6431373,0.6431373
446,0.6392157,0.6392157,0.6392157
447,0.6313726,0.6313726,0.6313726
448,0.627451,0.627451,0.627451
449,0.6313726,0.6313726,0.6313726
450,0.627451,0.627451,0.627451
451,0.5882353,0.5882353,0.5882353
452,0.6156863,0.6156863,0.6156863
453,0.64705884,0.64705884,0.64705884
454,0.6156863,0.6156863,0.6156863
455,0.63529414,0.63529414,0.63529414
456,0.63529414,0.63529414,0.63529414
457,0.62352943,0.62352943,0.62352943
458,0.60784316,0.60784316,0.60784316
459,0.5921569,0.5921569,0.5921569
460,0.5882353,0.5882353,0.5882353
461,0.5882353,0.5882353,0.5882353
462,0.59607846,0.59607846,0.59607846
463,0.6,0.6,0.6
464,0.62352943,0.62352943,0.62352943
465,0.6313726,0.6313726,0.6313726
466,0.63529414,0.63529414,0.63529414
467,0.6313726,0.6313726,0.6313726
468,0.61960787,0.61960787,0.61960787
469,0.62352943,0.62352943,0.62352943
470,0.6392157,0.6392157,0.6392157
471,0.654902,0.654902,0.654902
472,0.6784314,0.6784314,0.6784314
473,0.65882355,0.65882355,0.65882355
474,0.6313726,0.6313726,0.6313726
475,0.6156863,0.6156863,0.6156863
476,0.6313726,0.6313726,0.6313726
477,0.6509804,0.6509804,0.6509804
478,0.6431373,0.6431373,0.6431373
479,0.6156863,0.6156863,0.6156863
480,0.6156863,0.6156863,0.6156863
481,0.6117647,0.6117647,0.6117647
482,0.61960787,0.61960787,0.61960787
483,0.59607846,0.59607846,0.59607846
484,0.5411765,0.5411765,0.5411765
485,0.50980395,0.50980395,0.50980395
486,0.5176471,0.5176471,0.5176471
487,0.5294118,0.5294118,0.5294118
488,0.5058824,0.5058824,0.5058824
489,0.49803922,0.49803922,0.49803922
490,0.49019608,0.49019608,0.49019608
491,0.49803922,0.49803922,0.49803922
492,0.49803922,0.49803922,0.49803922
493,0.49019608,0.49019608,0.49019608
494,0.48235294,0.48235294,0.48235294
495,0.47843137,0.47843137,0.47843137
496,0.5176471,0.5176471,0.5176471
497,0.54509807,0.54509807,0.54509807
498,0.54901963,0.54901963,0.54901963
499,0.5294118,0.5294118,0.5294118
500,0.52156866,0.52156866,0.52156866
501,0.5176471,0.5176471,0.5176471
502,0.5137255,0.5137255,0.5137255
503,0.52156866,0.52156866,0.52156866
504,0.5372549,0.5372549,0.5372549
505,0.5411765,0.5411765,0.5411765
506,0.5372549,0.5372549,0.5372549
507,0.5294118,0.5294118,0.5294118
508,0.5372549,0.5372549,0.5372549
509,0.5411765,0.5411765,0.5411765
510,0.53333336,0.53333336,0.53333336
511,0.5176471,0.5176471,0.5176471
512,0.5254902,0.5254902,0.5254902
513,0.53333336,0.53333336,0.53333336
514,0.54901963,0.54901963,0.54901963
515,0.5647059,0.5647059,0.5647059
516,0.5803922,0.5803922,0.5803922
517,0.58431375,0.58431375,0.58431375
518,0.58431375,0.58431375,0.58431375
519,0.5803922,0.5803922,0.5803922
520,0.58431375,0.58431375,0.58431375
521,0.57254905,0.57254905,0.57254905
522,0.5764706,0.5764706,0.5764706
523,0.5921569,0.5921569,0.5921569
524,0.58431375,0.58431375,0.58431375
525,0.56078434,0.56078434,0.56078434
526,0.5568628,0.5568628,0.5568628
527,0.5764706,0.5764706,0.5764706
528,0.56078434,0.56078434,0.56078434
529,0.54901963,0.54901963,0.54901963
530,0.53333336,0.53333336,0.53333336
531,0.52156866,0.52156866,0.52156866
532,0.5137255,0.5137255,0.5137255
533,0.5137255,0.5137255,0.5137255
534,0.50980395,0.50980395,0.50980395
535,0.50980395,0.50980395,0.50980395
536,0.52156866,0.52156866,0.52156866
537,0.52156866,0.52156866,0.52156866
538,0.50980395,0.50980395,0.50980395
539,0.5019608,0.5019608,0.5019608
540,0.5058824,0.5058824,0.5058824
541,0.52156866,0.52156866,0.52156866
542,0.5294118,0.5294118,0.5294118
543,0.5254902,0.5254902,0.5254902
544,0.4862745,0.4862745,0.4862745
545,0.44705883,0.44705883,0.44705883
546,0.43529412,0.43529412,0.43529412
547,0.44313726,0.44313726,0.44313726
548,0.4392157,0.4392157,0.4392157
549,0.43137255,0.43137255,0.43137255
550,0.42352942,0.42352942,0.42352942
551,0.40784314,0.40784314,0.40784314
552,0.41568628,0.41568628,0.41568628
553,0.43137255,0.43137255,0.43137255
554,0.4392157,0.4392157,0.4392157
555,0.42352942,0.42352942,0.42352942
556,0.40392157,0.40392157,0.40392157
557,0.39215687,0.39215687,0.39215687
558,0.3882353,0.3882353,0.3882353
559,0.3882353,0.3882353,0.3882353
560,0.41960785,0.41960785,0.41960785
561,0.41568628,0.41568628,0.41568628
562,0.43137255,0.43137255,0.43137255
563,0.4509804,0.4509804,0.4509804
564,0.44705883,0.44705883,0.44705883
565,0.41568628,0.41568628,0.41568628
566,0.39607844,0.39607844,0.39607844
567,0.39215687,0.39215687,0.39215687
568,0.38431373,0.38431373,0.38431373
569,0.37254903,0.37254903,0.37254903
570,0.3529412,0.3529412,0.3529412
571,0.36078432,0.36078432,0.36078432
572,0.34901962,0.34901962,0.34901962
573,0.34901962,0.34901962,0.34901962
574,0.3764706,0.3764706,0.3764706
575,0.3647059,0.3647059,0.3647059
576,0.36862746,0.36862746,0.36862746
577,0.39607844,0.39607844,0.39607844
578,0.4117647,0.4117647,0.4117647
579,0.4,0.4,0.4
580,0.3882353,0.3882353,0.3882353
581,0.39607844,0.39607844,0.39607844
582,0.40784314,0.40784314,0.40784314
583,0.40784314,0.40784314,0.40784314
584,0.4117647,0.4117647,0.4117647
585,0.44705883,0.44705883,0.44705883
586,0.43529412,0.43529412,0.43529412
587,0.41568628,0.41568628,0.41568628
588,0.39607844,0.39607844,0.39607844
589,0.39607844,0.39607844,0.39607844
590,0.41568628,0.41568628,0.41568628
591,0.4,0.4,0.4
592,0.39607844,0.39607844,0.39607844
593,0.40392157,0.40392157,0.40392157
594,0.41960785,0.41960785,0.41960785
595,0.42745098,0.42745098,0.42745098
596,0.41960785,0.41960785,0.41960785
597,0.40784314,0.40784314,0.40784314
598,0.40392157,0.40392157,0.40392157
599,0.40784314,0.40784314,0.40784314
600,0.42352942,0.42352942,0.42352942
601,0.41960785,0.41960785,0.41960785
602,0.41960785,0.41960785,0.41960785
603,0.42745098,0.42745098,0.42745098
604,0.4392157,0.4392157,0.4392157
605,0.44705883,0.44705883,0.44705883
606,0.44705883,0.44705883,0.44705883
607,0.44313726,0.44313726,0.44313726
608,0.4627451,0.4627451,0.4627451
609,0.4509804,0.4509804,0.4509804
610,0.43529412,0.43529412,0.43529412
611,0.42745098,0.42745098,0.42745098
612,0.4392157,0.4392157,0.4392157
613,0.45490196,0.45490196,0.45490196
614,0.46666667,0.46666667,0.46666667
615,0.4627451,0.4627451,0.4627451
616,0.43529412,0.43529412,0.43529412
617,0.42352942,0.42352942,0.42352942
618,0.4117647,0.4117647,0.4117647
619,0.4117647,0.4117647,0.4117647
620,0.40784314,0.40784314,0.40784314
621,0.40392157,0.40392157,0.40392157
622,0.4,0.4,0.4
623,0.40392157,0.40392157,0.40392157
624,0.43529412,0.43529412,0.43529412
625,0.42352942,0.42352942,0.42352942
626,0.41960785,0.41960785,0.41960785
627,0.42745098,0.42745098,0.42745098
628,0.4392157,0.4392157,0.4392157
629,0.4392157,0.4392157,0.4392157
630,0.42745098,0.42745098,0.42745098
631,0.41568628,0.41568628,0.41568628
632,0.40784314,0.40784314,0.40784314
633,0.41568628,0.41568628,0.41568628
634,0.42352942,0.42352942,0.42352942
635,0.42352942,0.42352942,0.42352942
636,0.40784314,0.40784314,0.40784314
637,0.39215687,0.39215687,0.39215687
638,0.39607844,0.39607844,0.39607844
639,0.40392157,0.40392157,0.40392157
640,0.43529412,0.43529412,0.43529412
641,0.41960785,0.41960785,0.41960785
642,0.40784314,0.40784314,0.40784314
643,0.40784314,0.40784314,0.40784314
644,0.40784314,0.40784314,0.40784314
645,0.40784314,0.40784314,0.40784314
646,0.40784314,0.40784314,0.40784314
647,0.40784314,0.40784314,0.40784314
648,0.39215687,0.39215687,0.39215687
649,0.40784314,0.40784314,0.40784314
650,0.4117647,0.4117647,0.4117647
651,0.39607844,0.39607844,0.39607844
652,0.39607844,0.39607844,0.39607844
653,0.4117647,0.4117647,0.4117647
654,0.41960785,0.41960785,0.41960785
655,0.41568628,0.41568628,0.41568628
656,0.43137255,0.43137255,0.43137255
657,0.43137255,0.43137255,0.43137255
658,0.42352942,0.42352942,0.42352942
659,0.41568628,0.41568628,0.41568628
660,0.40392157,0.40392157,0.40392157
661,0.39215687,0.39215687,0.39215687
662,0.3882353,0.3882353,0.3882353
663,0.3882353,0.3882353,0.3882353
664,0.40392157,0.40392157,0.40392157
665,0.39215687,0.39215687,0.39215687
666,0.3764706,0.3764706,0.3764706
667,0.3647059,0.3647059,0.3647059
668,0.36862746,0.36862746,0.36862746
669,0.3764706,0.3764706,0.3764706
670,0.37254903,0.37254903,0.37254903
671,0.3647059,0.3647059,0.3647059
672,0.36862746,0.36862746,0.36862746
673,0.38039216,0.38039216,0.38039216
674,0.38431373,0.38431373,0.38431373
675,0.37254903,0.37254903,0.37254903
676,0.3647059,0.3647059,0.3647059
677,0.3764706,0.3764706,0.3764706
678,0.38039216,0.38039216,0.38039216
679,0.3764706,0.3764706,0.3764706
680,0.39215687,0.39215687,0.39215687
681,0.3882353,0.3882353,0.3882353
682,0.38039216,0.38039216,0.38039216
683,0.3764706,0.3764706,0.3764706
684,0.38431373,0.38431373,0.38431373
685,0.39607844,0.39607844,0.39607844
686,0.3882353,0.3882353,0.3882353
687,0.36862746,0.36862746,0.36862746
688,0.36078432,0.36078432,0.36078432
689,0.36862746,0.36862746,0.36862746
690,0.38431373,0.38431373,0.38431373
691,0.39215687,0.39215687,0.39215687
692,0.3882353,0.3882353,0.3882353
693,0.38039216,0.38039216,0.38039216
694,0.3764706,0.3764706,0.3764706
695,0.3764706,0.3764706,0.3764706
696,0.39215687,0.39215687,0.39215687
697,0.40784314,0.40784314,0.40784314
698,0.40392157,0.40392157,0.40392157
699,0.38039216,0.38039216,0.38039216
700,0.37254903,0.37254903,0.37254903
701,0.39215687,0.39215687,0.39215687
702,0.40392157,0.40392157,0.40392157
